xi,H,eta,rho
0.0287811,0.389639,2.08891,-0.601585
0.0489771,0.125803,3.25373,-0.672005
0.114867,0.232555,0.891499,-0.919476
0.0150202,0.047186,1.64993,-0.346224
0.0327456,0.217962,2.45989,-0.814438
0.0704191,0.262053,0.974311,-0.782699
0.0213264,0.0896686,3.78484,-0.170336
0.0165675,0.233874,2.55685,-0.484108
0.0225328,0.382414,2.18662,-0.725437
0.0824794,0.303182,3.60843,-0.875011
0.0549375,0.364291,1.66265,-0.331563
0.0699948,0.0910792,2.07072,-0.780098
0.0150413,0.454452,3.24615,-0.419311
0.0796239,0.124089,3.3054,-0.393115
0.0909283,0.394501,2.22534,-0.206465
0.147902,0.480214,3.90749,-0.792286
0.157414,0.171074,1.94134,-0.548982
0.119188,0.459377,1.19687,-0.533371
0.140465,0.402568,3.7932,-0.158477
0.0871759,0.346337,3.15761,-0.72528
0.153151,0.42612,2.74488,-0.395227
0.147465,0.0834196,3.17135,-0.776452
0.0317612,0.412389,2.88704,-0.594508
0.044812,0.474737,1.09596,-0.604252
0.0866573,0.327247,2.76735,-0.63202
0.142928,0.390994,2.63535,-0.100965
0.117223,0.319831,2.69573,-0.365999
0.147261,0.320745,1.25638,-0.532059
0.032216,0.268524,1.50058,-0.82362
0.0337732,0.23679,3.61329,-0.859197
0.0756359,0.0290709,0.569269,-0.319309
0.088207,0.464225,3.7971,-0.732983
0.122962,0.16667,0.677598,-0.793322
0.147973,0.403967,2.49776,-0.177101
0.0689895,0.155873,1.67595,-0.249004
0.029152,0.0328812,2.82086,-0.488059
0.109467,0.221477,2.98333,-0.832534
0.103792,0.448136,3.42874,-0.858363
0.065068,0.0494271,2.01107,-0.212952
0.026758,0.495254,1.75729,-0.616743
0.0429261,0.477935,3.37558,-0.414613
0.028964,0.249209,1.84288,-0.790716
0.143033,0.338907,0.540062,-0.939154
0.108658,0.11054,3.51981,-0.270835
0.0441295,0.0672961,2.5494,-0.108431
0.115801,0.449943,3.2019,-0.61518
0.0623838,0.170299,2.31201,-0.825155
0.0712161,0.0295694,0.834805,-0.646981
0.0742046,0.446307,2.41619,-0.813205
0.0639928,0.464167,2.83539,-0.569747
0.0709672,0.089028,3.69436,-0.770596
0.097349,0.31672,0.617654,-0.133602
0.0784759,0.164023,0.808018,-0.305079
0.156496,0.0667148,0.659536,-0.349592
0.125493,0.0333721,3.71601,-0.810102
0.0658091,0.195586,2.21125,-0.832075
0.125369,0.395563,3.73738,-0.667432
0.0969067,0.113428,3.36187,-0.332003
0.0405075,0.42066,2.81637,-0.502255
0.140021,0.441707,3.20311,-0.786726
0.131993,0.381034,1.71607,-0.811744
0.0789409,0.205155,2.72817,-0.58563
0.1057,0.176483,1.86523,-0.524346
0.0799567,0.16321,3.47422,-0.691387
0.090491,0.0675428,2.02893,-0.172825
0.0414478,0.279379,2.58749,-0.536667
0.124901,0.0750214,3.52392,-0.943619
0.117,0.229072,3.81411,-0.854304
0.116539,0.135048,2.2985,-0.198701
0.0434662,0.396591,2.23532,-0.549108
0.0869986,0.2041,1.57789,-0.206296
0.0822112,0.28777,3.41253,-0.425234
0.0534755,0.325847,1.00356,-0.257156
0.14981,0.487256,3.65752,-0.219563
0.146214,0.147429,3.02074,-0.288596
0.100057,0.499545,0.715231,-0.561807
0.0733635,0.24764,2.55633,-0.873741
0.107835,0.218843,2.61492,-0.94655
0.100765,0.224483,3.99334,-0.386022
0.0440051,0.202801,0.855802,-0.429659
0.114117,0.466267,1.7915,-0.816604
0.0274617,0.367681,0.77352,-0.570254
0.12306,0.0511242,1.52069,-0.477916
0.112893,0.405625,1.85073,-0.593424
0.0942345,0.145202,2.8777,-0.240035
0.147191,0.278064,0.67454,-0.285269
0.0329902,0.105601,0.330247,-0.285322
0.159326,0.393976,3.35172,-0.189689
0.124382,0.373647,3.31602,-0.511567
0.0294962,0.160351,3.34647,-0.809727
0.116285,0.36352,0.881358,-0.716104
0.110479,0.453214,1.65033,-0.931581
0.125193,0.317945,3.94836,-0.87839
0.0315188,0.36123,2.33813,-0.671691
0.0825234,0.129104,0.738901,-0.447691
0.0146501,0.159519,2.14744,-0.221514
0.025135,0.239944,1.49324,-0.36676
0.0115814,0.42546,3.25545,-0.749828
0.0588673,0.429641,2.40048,-0.387005
0.116334,0.276372,3.76527,-0.915753
0.0896076,0.0846417,3.96373,-0.908068
0.0546441,0.175504,3.18702,-0.126994
0.119983,0.436162,0.33179,-0.678477
0.0808502,0.497571,1.46486,-0.729804
0.0769757,0.218036,3.40875,-0.921812
0.01821,0.246079,2.06226,-0.440081
0.0128969,0.0312535,2.82958,-0.765181
0.144172,0.412167,2.27484,-0.262331
0.0102467,0.107615,2.2987,-0.349808
0.0401911,0.377643,3.16131,-0.241852
0.0634473,0.190092,1.27983,-0.599944
0.134699,0.187607,3.00881,-0.424858
0.14893,0.388123,3.86795,-0.475272
0.153345,0.0751281,2.55607,-0.732648
0.0345862,0.0636493,2.4695,-0.482706
0.0767014,0.0331678,0.428213,-0.677671
0.109719,0.342472,1.53659,-0.692901
0.136061,0.254212,1.93101,-0.4805
0.155236,0.33894,1.84655,-0.533613
0.151116,0.0401321,0.947453,-0.498258
0.129656,0.253415,0.351236,-0.748485
0.0215527,0.220706,3.30296,-0.138276
0.132305,0.384628,2.49862,-0.444321
0.105643,0.162826,2.93484,-0.205946
0.134979,0.0862656,0.395513,-0.911809
0.0469129,0.0801369,3.45534,-0.220345
0.0217523,0.441915,1.64249,-0.577836
0.0909299,0.263195,1.63865,-0.587156
0.0675191,0.168005,0.819748,-0.447359
0.133847,0.0814348,3.91278,-0.665737
0.110684,0.318102,1.5459,-0.910652
0.0389463,0.254782,3.01373,-0.395737
0.0852864,0.38588,3.45893,-0.943058
0.157105,0.233606,2.26459,-0.53157
0.133304,0.141543,1.87391,-0.875307
0.0679865,0.128039,3.2245,-0.152894
0.0574618,0.363083,3.19903,-0.35639
0.10477,0.266109,2.25855,-0.803958
0.0938192,0.074042,3.97595,-0.437584
0.0339428,0.124062,2.75803,-0.52542
0.149025,0.315852,2.09273,-0.947747
0.0740994,0.203974,2.32758,-0.17982
0.15089,0.340033,2.4774,-0.462903
0.123166,0.0742861,0.47114,-0.321073
0.111835,0.368558,0.75884,-0.624974
0.101532,0.0902059,2.82639,-0.710974
0.0579872,0.0817467,2.88256,-0.423138
0.0279165,0.0345178,1.08486,-0.59552
0.0753699,0.44466,0.4964,-0.448338
0.0800162,0.10602,2.90925,-0.278689
0.054432,0.217532,0.889121,-0.24184
0.0895119,0.114859,1.97486,-0.52501
0.0910411,0.325246,3.03727,-0.315349
0.0433035,0.203185,3.20692,-0.252293
0.118313,0.359978,2.28612,-0.248565
0.135805,0.403094,3.85371,-0.162367
0.103519,0.127611,1.89054,-0.377749
0.153324,0.488467,0.896915,-0.891338
0.0803322,0.376734,3.66725,-0.11822
0.149485,0.438635,1.11553,-0.400213
0.114943,0.0955598,1.19381,-0.419718
0.103928,0.165593,3.18918,-0.190549
0.0864182,0.33863,1.9343,-0.237625
0.147134,0.370595,1.20312,-0.282532
0.149546,0.178197,3.27406,-0.400971
0.0380553,0.258719,0.902141,-0.344704
0.0923015,0.143977,1.83959,-0.518315
0.159359,0.0936972,1.25071,-0.39054
0.137392,0.141188,3.58899,-0.539568
0.0327853,0.259503,3.00161,-0.63146
0.076922,0.37125,1.89099,-0.148099
0.151281,0.408679,0.76948,-0.475831
0.0649663,0.26854,3.49608,-0.597815
0.053004,0.350051,1.84045,-0.35742
0.112043,0.122727,3.05574,-0.511602
0.0262119,0.182964,1.34897,-0.193861
0.140615,0.249003,1.28957,-0.109278
0.14299,0.348109,1.95707,-0.388545
0.152379,0.359814,2.94691,-0.805245
0.115011,0.278306,1.372,-0.880348
0.0816403,0.458622,3.58612,-0.793461
0.0851128,0.216624,2.8125,-0.591194
0.128677,0.265328,0.67749,-0.893201
0.0308568,0.0973757,3.48261,-0.891071
0.0672026,0.439721,1.27103,-0.126908
0.0248376,0.197653,3.07364,-0.426665
0.0249292,0.0486302,0.665135,-0.268623
0.0706714,0.147044,1.54723,-0.886417
0.127092,0.488859,2.21084,-0.221113
0.0954827,0.235196,0.869248,-0.801598
0.0943452,0.0277586,1.34334,-0.91983
0.089105,0.0882701,1.18024,-0.606854
0.0565788,0.160214,3.20823,-0.616276
0.0940016,0.144964,3.77004,-0.288156
0.124378,0.0956255,0.924757,-0.940676
0.146942,0.412195,2.93675,-0.920032
0.0139674,0.395404,1.57926,-0.224546
0.0232382,0.12058,3.87351,-0.29375
0.0565384,0.309811,3.0872,-0.639359
0.131663,0.445175,0.967559,-0.39308
0.138904,0.195392,2.88473,-0.584755
0.10945,0.0253287,1.16537,-0.396348
0.0775133,0.0798373,2.04911,-0.752714
0.118674,0.176256,1.81824,-0.486857
0.159654,0.16614,1.7025,-0.355847
0.0191123,0.149794,3.15637,-0.775192
0.0637336,0.0715073,3.38923,-0.392447
0.0837254,0.499239,1.01135,-0.348305
0.0898173,0.381424,2.03039,-0.787461
0.0655799,0.154783,2.88343,-0.637283
0.0889593,0.0433196,3.43162,-0.129243
0.0787758,0.18479,0.607763,-0.58243
0.0105392,0.0742369,2.81953,-0.469348
0.037349,0.429358,2.55175,-0.861859
0.115949,0.435722,2.75575,-0.715453
0.135429,0.0467508,0.388455,-0.235199
0.117566,0.0934334,0.872164,-0.208298
0.0843773,0.253826,1.72708,-0.79604
0.136207,0.409819,0.38383,-0.589077
0.0287165,0.19308,1.09819,-0.57875
0.0733441,0.25525,3.00863,-0.269239
0.096867,0.379453,1.40332,-0.583294
0.0487,0.0902405,2.33364,-0.164596
0.134154,0.323992,1.33196,-0.327239
0.127227,0.0332493,3.70769,-0.747281
0.0485397,0.49597,3.32841,-0.840803
0.139189,0.446196,2.61749,-0.742778
0.124669,0.0685501,2.72745,-0.897224
0.0914023,0.0780118,2.00791,-0.238266
0.103225,0.0285143,3.33867,-0.169921
0.158329,0.316158,2.46231,-0.55176
0.107354,0.129473,0.748427,-0.552216
0.0948377,0.319191,2.26894,-0.896175
0.0828776,0.093104,0.708046,-0.661219
0.111859,0.226122,2.89498,-0.627953
0.118394,0.115736,0.432816,-0.317776
0.14274,0.3759,1.42974,-0.936992
0.143983,0.0461717,1.33595,-0.125945
0.132994,0.289364,2.49108,-0.101198
0.033619,0.0490244,2.49458,-0.682117
0.0854001,0.465053,1.42652,-0.293445
0.106105,0.273228,3.56937,-0.519999
0.142521,0.0963028,3.48726,-0.259041
0.0673951,0.189592,0.801949,-0.103099
0.0430224,0.411052,2.59808,-0.238026
0.0395143,0.350286,1.18144,-0.753387
0.0270323,0.41075,2.34279,-0.62762
0.101421,0.154978,2.73795,-0.725817
0.118011,0.392566,2.6379,-0.658274
0.0478084,0.171609,2.99814,-0.738447
0.0968075,0.188561,1.53634,-0.662504
0.124287,0.0601206,1.03003,-0.489093
0.0533272,0.258377,0.645714,-0.132059
0.0873514,0.380964,1.91278,-0.594672
0.0530047,0.0879415,3.08911,-0.181781
0.124095,0.405362,1.68251,-0.598721
0.135405,0.162908,2.81435,-0.716729
0.159736,0.336943,2.02345,-0.191394
0.10491,0.180405,0.538364,-0.673736
0.135067,0.260436,2.3363,-0.802477
0.0817725,0.169951,3.5037,-0.414298
0.0659452,0.481398,2.6516,-0.771972
0.130229,0.0920736,3.47558,-0.199279
0.0609382,0.284162,0.92899,-0.658087
0.0335891,0.0983825,1.74078,-0.310518
0.0265284,0.168346,0.729454,-0.494841
0.0423706,0.315939,1.37093,-0.376032
0.117534,0.0852204,3.72616,-0.343639
0.0516391,0.174604,2.38968,-0.545411
0.0632223,0.349067,1.539,-0.824876
0.0184911,0.112396,2.87822,-0.670931
0.157989,0.0620113,3.82233,-0.435914
0.025108,0.134332,1.48502,-0.127341
0.0471973,0.0479972,1.06922,-0.80885
0.156953,0.411974,1.41496,-0.788206
0.0571643,0.467371,2.59738,-0.407242
0.0941857,0.421906,0.609003,-0.634618
0.152298,0.251707,1.22376,-0.919082
0.0647699,0.207137,3.20474,-0.787661
0.0686503,0.217973,1.40879,-0.730753
0.0400195,0.0613343,0.757936,-0.261442
0.0695081,0.221453,0.994392,-0.492223
0.125125,0.386319,3.26011,-0.749431
0.0379601,0.0680086,2.81346,-0.891965
0.140515,0.118121,1.08935,-0.52929
0.144483,0.0963691,3.61179,-0.264589
0.0146404,0.0786523,1.67485,-0.752141
0.159478,0.178298,2.20602,-0.694474
0.0525854,0.216689,0.841876,-0.675774
0.150195,0.37959,2.80215,-0.799415
0.102113,0.0923086,0.450292,-0.730187
0.145529,0.238555,0.75715,-0.795608
0.0458409,0.418423,2.65561,-0.572861
0.0984686,0.443006,3.0382,-0.667861
0.106786,0.10221,2.10843,-0.544502
0.124707,0.147599,3.86419,-0.488017
0.113722,0.11349,1.28171,-0.748546
0.118822,0.100857,0.89228,-0.706694
0.039453,0.338751,1.75615,-0.389385
0.0832804,0.0302254,3.35089,-0.858422
0.044949,0.430924,0.471173,-0.277964
0.137875,0.435479,3.60532,-0.298357
0.090078,0.0480676,1.3068,-0.805296
0.159288,0.0392956,0.55277,-0.183684
0.156464,0.136415,0.760092,-0.498154
0.155553,0.370252,2.3339,-0.609222
0.0997947,0.04791,0.651705,-0.33715
0.128321,0.306714,3.78305,-0.249573
0.0772708,0.391551,3.949,-0.74407
0.0110994,0.165207,2.71829,-0.240843
0.0798071,0.312257,2.46916,-0.864086
0.0887231,0.447403,1.54537,-0.462812
0.0875904,0.367066,1.35861,-0.342052
0.131135,0.414155,2.3059,-0.627298
0.0529662,0.437123,2.78045,-0.437794
0.0295438,0.282874,1.20463,-0.550143
0.12366,0.369464,0.682726,-0.37167
0.142992,0.429627,3.71315,-0.631858
0.0865928,0.288944,3.76333,-0.113563
0.0597876,0.241916,2.43073,-0.71235
0.0964734,0.281683,2.3074,-0.937952
0.0880912,0.395952,3.86931,-0.370242
0.109059,0.448425,1.33316,-0.778457
0.0960959,0.317529,2.39342,-0.231102
0.0939674,0.157691,1.53934,-0.349748
0.0941902,0.365215,3.81348,-0.276981
0.0808883,0.158132,1.59597,-0.806532
0.0572008,0.49962,1.1981,-0.304425
0.128622,0.287955,0.488159,-0.1794
0.0713843,0.250519,2.31459,-0.160877
0.106426,0.0362719,1.11278,-0.654384
0.107961,0.135339,1.71294,-0.489797
0.0723501,0.431631,2.00036,-0.761013
0.145847,0.203608,3.31511,-0.50361
0.116263,0.407082,2.78555,-0.66487
0.114646,0.479761,2.116,-0.601229
0.155016,0.451787,1.09147,-0.200949
0.102491,0.362796,1.29763,-0.941979
0.13591,0.329295,0.880076,-0.362768
0.0176115,0.28339,2.89573,-0.530842
0.0919546,0.115575,1.94029,-0.261126
0.123291,0.291017,0.72393,-0.879957
0.0996242,0.439218,1.15838,-0.785445
0.0675223,0.0696792,0.838901,-0.295672
0.14893,0.229104,2.13536,-0.437616
0.109594,0.27589,2.71688,-0.122301
0.0974166,0.289951,0.624194,-0.827611
0.0640421,0.107417,0.415493,-0.926986
0.086529,0.0356847,1.25099,-0.147479
0.14096,0.341082,2.65966,-0.594632
0.0833323,0.404827,3.63947,-0.804648
0.117094,0.345894,0.852595,-0.565425
0.0731904,0.0443836,2.26745,-0.885814
0.0224664,0.488852,3.49294,-0.643688
0.0244822,0.265213,0.67227,-0.361729
0.124588,0.0409424,0.729445,-0.327122
0.144277,0.361423,3.63303,-0.892537
0.0655738,0.374708,1.94651,-0.876203
0.035137,0.461064,2.82334,-0.615227
0.120943,0.412471,3.64551,-0.459958
0.131235,0.273966,0.607236,-0.718841
0.057814,0.44899,0.558223,-0.87284
0.0846606,0.0801413,0.51289,-0.333128
0.0691824,0.0384277,3.93854,-0.618197
0.158757,0.0730686,0.935837,-0.527183
0.154106,0.328738,1.86796,-0.615903
0.120796,0.121171,2.327,-0.929336
0.129785,0.0292144,0.86519,-0.450444
0.112142,0.20738,0.643424,-0.93701
0.105852,0.286143,2.36963,-0.706643
0.0806544,0.145065,2.30076,-0.677593
0.10542,0.341004,2.39369,-0.730627
0.047397,0.0500468,2.29119,-0.594932
0.0399489,0.322625,0.958543,-0.138321
0.0770715,0.0477887,2.14051,-0.280619
0.141708,0.453333,2.43228,-0.440278
0.0305794,0.0419431,2.05178,-0.558838
0.0314112,0.179163,0.880252,-0.553473
0.0851477,0.238672,3.55632,-0.4295
0.0474595,0.486037,0.882016,-0.661557
0.140021,0.0969823,2.70263,-0.935942
0.0936989,0.130422,3.7061,-0.367563
0.086155,0.28411,2.28637,-0.48509
0.0703654,0.387811,2.65881,-0.935795
0.0279113,0.272163,3.6633,-0.829092
0.0177686,0.131574,2.29463,-0.396728
0.0335257,0.447585,1.4865,-0.714877
0.0398617,0.0689312,2.78481,-0.85949
0.101049,0.295165,2.94417,-0.89027
0.0804823,0.136888,3.28555,-0.326187
0.0151799,0.100985,2.45673,-0.860883
0.0875033,0.101295,3.79959,-0.940355
0.106042,0.491921,0.779395,-0.850475
0.114223,0.293477,3.1774,-0.753022
0.0852376,0.421889,2.54792,-0.11665
0.0451381,0.123697,0.52503,-0.654438
0.08787,0.31381,1.51846,-0.182425
0.0979811,0.270365,3.44057,-0.903712
0.0112306,0.0798421,3.35546,-0.763344
0.0395274,0.206466,2.33754,-0.191873
0.15021,0.368648,1.53809,-0.374391
0.0189123,0.121447,3.24163,-0.896725
0.0116331,0.199203,2.79076,-0.654722
0.121679,0.348071,1.64317,-0.39404
0.126923,0.295659,3.42287,-0.167892
0.0234444,0.365476,1.52116,-0.432186
0.0495816,0.255015,3.6093,-0.938022
0.0287943,0.0611132,1.81038,-0.434549
0.11869,0.264858,3.59719,-0.411841
0.132635,0.301906,3.40769,-0.915715
0.0983653,0.254026,3.89987,-0.194161
0.114678,0.127254,2.6084,-0.488128
0.0981058,0.21572,3.07662,-0.443341
0.115508,0.44139,3.55696,-0.74671
0.0665826,0.424765,2.22456,-0.177526
0.114639,0.333408,1.95275,-0.52148
0.114365,0.131942,1.06966,-0.332476
0.147831,0.388395,2.93572,-0.590881
0.104045,0.199499,3.31369,-0.696994
0.0147709,0.434563,3.18058,-0.367116
0.0517353,0.282106,3.38186,-0.40338
0.140921,0.0429465,0.925255,-0.643073
0.111384,0.0947747,3.10323,-0.135084
0.139328,0.284163,1.05375,-0.156112
0.0377732,0.136561,3.43983,-0.543009
0.101031,0.160074,2.28868,-0.302948
0.0293562,0.0998409,3.68741,-0.885808
0.0899492,0.0780303,1.74466,-0.140382
0.119488,0.242306,0.547463,-0.356309
0.0478811,0.3191,3.51419,-0.290973
0.0959735,0.0345977,0.685712,-0.40601
0.0778867,0.489931,0.761234,-0.170161
0.087329,0.471372,3.08326,-0.580415
0.0770553,0.0382527,1.76072,-0.611633
0.0427218,0.254366,2.26731,-0.279282
0.0220925,0.078276,2.88762,-0.444531
0.0437664,0.193386,0.335787,-0.392519
0.150749,0.211244,1.27531,-0.141589
0.0517146,0.202787,3.87761,-0.339768
0.132853,0.243395,0.63967,-0.789759
0.125282,0.093387,1.65787,-0.644909
0.0958149,0.481868,0.786341,-0.315324
0.148,0.0706124,0.961864,-0.571834
0.109048,0.0975602,2.75092,-0.174049
0.0337443,0.270668,1.30813,-0.470391
0.13827,0.342719,3.08105,-0.387116
0.0512713,0.341062,2.13835,-0.250426
0.0256351,0.197061,2.46505,-0.861327
0.0126413,0.0350572,2.25751,-0.67333
0.0932905,0.38809,2.15376,-0.491069
0.134353,0.343952,0.410181,-0.308193
0.0765615,0.446482,2.92555,-0.662898
0.0381694,0.44596,3.46282,-0.267552
0.0408301,0.315348,1.89798,-0.593946
0.0403084,0.180491,2.06256,-0.941116
0.0950803,0.385748,0.804439,-0.530231
0.0700339,0.246765,1.91705,-0.398732
0.0639921,0.0325681,0.61927,-0.56721
0.0764327,0.490218,0.530078,-0.107809
0.0827919,0.314481,2.03996,-0.769142
0.0317379,0.475942,2.35407,-0.743995
0.0766691,0.265525,0.837566,-0.404074
0.156499,0.215946,1.95066,-0.85069
0.0689714,0.389837,3.75064,-0.506769
0.0912741,0.109318,0.465276,-0.762154
0.101493,0.274799,1.4621,-0.942928
0.0625615,0.122049,2.17286,-0.835605
0.0102683,0.261166,2.05061,-0.202757
0.10458,0.212417,1.09715,-0.690408
0.0708244,0.0887398,3.01591,-0.220016
0.0977961,0.306364,2.67146,-0.631865
0.15783,0.265677,3.09291,-0.129931
0.0426146,0.182252,0.506701,-0.410081
0.0144974,0.0365294,2.48671,-0.935792
0.116211,0.140708,2.54197,-0.250639
0.139559,0.422014,0.347843,-0.899318
0.0318408,0.150878,1.67971,-0.307766
0.1512,0.464853,1.84475,-0.916309
0.140259,0.238295,1.99458,-0.8375
0.01349,0.453403,3.59699,-0.661292
0.0781774,0.445216,3.81032,-0.350412
0.0119385,0.365883,2.19967,-0.562707
0.0375564,0.427562,2.44829,-0.251991
0.131885,0.0288834,0.337049,-0.327991
0.128403,0.13712,3.28216,-0.698213
0.0866638,0.376858,2.19131,-0.843201
0.0271864,0.201089,3.91523,-0.692329
0.159111,0.23143,2.96117,-0.131162
0.10986,0.0916258,3.84384,-0.674902
0.136663,0.307296,0.477272,-0.57565
0.0421938,0.405214,2.59212,-0.63575
0.0717441,0.295349,2.40777,-0.138967
0.12384,0.0432881,3.24146,-0.146862
0.0354071,0.0808567,1.34643,-0.769161
0.051357,0.0898616,3.52459,-0.940998
0.106919,0.0655515,3.98155,-0.634284
0.119944,0.274537,0.636661,-0.728484
0.136524,0.235764,1.303,-0.708205
0.130092,0.317926,0.86235,-0.38433
0.103022,0.121415,2.96592,-0.446053
0.0783928,0.177145,2.96075,-0.829785
0.0747545,0.271335,0.773816,-0.376463
0.135548,0.390232,0.588829,-0.84823
0.0511258,0.406665,1.39429,-0.372861
0.0501161,0.302934,1.29278,-0.583737
0.119053,0.323088,2.28472,-0.297457
0.0671062,0.236344,2.12803,-0.135958
0.100725,0.201645,3.40109,-0.730923
0.0324165,0.404773,3.7568,-0.196352
0.0358749,0.172554,0.567498,-0.603431
0.0471318,0.470211,0.93884,-0.590002
0.12605,0.471645,2.03211,-0.126015
0.145916,0.25738,0.301605,-0.620686
0.145392,0.406034,3.80448,-0.382351
0.116464,0.206723,1.9704,-0.817011
0.0601311,0.0511288,1.71128,-0.796658
0.0705749,0.148947,1.59062,-0.403813
0.0723624,0.35456,1.46796,-0.262254
0.144706,0.086339,0.798993,-0.458889
0.12381,0.381907,0.653942,-0.422974
0.0895733,0.242408,3.94016,-0.442041
0.0966329,0.214832,1.48683,-0.171956
0.0240742,0.0307254,1.50073,-0.623346
0.0731705,0.293886,0.407855,-0.594606
0.0325948,0.325166,2.1317,-0.789826
0.0330427,0.381526,2.30233,-0.55573
0.0654474,0.112804,3.35967,-0.100011
0.0708872,0.457046,1.4604,-0.218978
0.0244879,0.213183,2.74932,-0.83838
0.0869269,0.343083,1.44842,-0.681848
0.0733464,0.148898,3.82748,-0.236036
0.0880548,0.19393,2.30961,-0.77498
0.0983594,0.247058,0.415614,-0.213373
0.0334443,0.392464,3.55505,-0.704112
0.0939745,0.250933,2.10474,-0.323209
0.137411,0.444654,1.81811,-0.589075
0.146671,0.1632,0.520618,-0.583303
0.093791,0.0815259,2.44723,-0.185763
0.105336,0.340368,0.563432,-0.66978
0.0850066,0.189574,3.82864,-0.859295
0.114069,0.0558123,3.82296,-0.44145
0.0219468,0.382123,2.92518,-0.800671
0.108144,0.218149,3.87108,-0.665073
0.125566,0.479335,2.69054,-0.195333
0.0250069,0.289948,3.46531,-0.192591
0.148546,0.162932,3.47326,-0.348946
0.0887739,0.356484,2.8817,-0.502136
0.10627,0.435162,3.64026,-0.573461
0.109719,0.305723,2.41325,-0.611327
0.0275207,0.353182,1.08168,-0.594019
0.0581452,0.229467,2.52762,-0.15646
0.158062,0.272309,3.97467,-0.448124
0.0730631,0.427623,3.48246,-0.774394
0.0583516,0.184539,2.22548,-0.455324
0.076217,0.369689,2.83864,-0.899232
0.142742,0.308094,2.39483,-0.861042
0.0167204,0.0997101,2.24568,-0.505643
0.0443185,0.130631,1.60161,-0.52612
0.0598141,0.166778,0.504223,-0.203859
0.105833,0.0296651,2.5774,-0.773807
0.126222,0.0490221,1.48933,-0.23887
0.117345,0.186801,0.683186,-0.209768
0.0912008,0.182339,2.66561,-0.734256
0.0133699,0.227908,3.42968,-0.446803
0.122069,0.275666,3.59566,-0.591227
0.151322,0.330756,1.88393,-0.611784
0.0143049,0.134309,1.04152,-0.259699
0.0283449,0.129602,3.08037,-0.187888
0.0788962,0.208978,0.453072,-0.472862
0.0296041,0.136059,3.88539,-0.222404
0.0882601,0.24784,3.33909,-0.489029
0.07275,0.120965,0.991707,-0.570398
0.022626,0.395963,3.2562,-0.672829
0.0560606,0.241113,1.89418,-0.43201
0.117137,0.291787,2.4158,-0.747662
0.115657,0.251402,2.50338,-0.124544
0.0631097,0.218053,2.05637,-0.545345
0.0733292,0.037328,1.23378,-0.126959
0.021971,0.220829,3.20719,-0.922745
0.083374,0.495822,0.384395,-0.622098
0.145103,0.230377,2.89059,-0.790966
0.0119561,0.218219,3.85909,-0.880309
0.0213601,0.309063,1.12886,-0.22611
0.0746425,0.0284786,1.80814,-0.403144
0.0323201,0.413792,1.25793,-0.127777
0.0271212,0.21457,1.23094,-0.53972
0.143877,0.156519,3.94114,-0.947353
0.0447452,0.480158,2.2192,-0.386055
0.0281721,0.203886,2.94892,-0.334035
0.0447686,0.341247,1.96366,-0.840133
0.0950237,0.118701,1.14119,-0.797419
0.0820174,0.441749,3.16313,-0.60261
0.140875,0.325983,3.3543,-0.94784
0.0283493,0.451932,2.09934,-0.722035
0.0904538,0.281504,2.27212,-0.574105
0.0400436,0.22451,3.84889,-0.85312
0.154661,0.317879,1.54734,-0.489169
0.0768058,0.0610584,0.930063,-0.313227
0.156565,0.422224,1.33763,-0.760923
0.105616,0.291934,0.454066,-0.701344
0.145889,0.266475,2.02675,-0.761178
0.0490751,0.0500943,2.71286,-0.13688
0.092601,0.353887,2.53073,-0.532876
0.0735392,0.267954,1.83631,-0.446677
0.100223,0.312828,0.4684,-0.414736
0.132384,0.239243,2.57264,-0.587933
0.0648989,0.476408,0.478682,-0.140245
0.154201,0.122391,1.10645,-0.382273
0.153015,0.0714683,2.28557,-0.857919
0.0738514,0.0948772,1.25923,-0.15683
0.0144735,0.284813,2.30406,-0.497387
0.085694,0.214867,0.419125,-0.896271
0.0230591,0.31691,2.33075,-0.687755
0.0970913,0.471431,0.691297,-0.903603
0.0734514,0.290658,2.36574,-0.886373
0.0467573,0.251191,3.81051,-0.367919
0.034055,0.0897226,1.66381,-0.837304
0.100491,0.480185,1.08245,-0.599421
0.103083,0.160411,2.79024,-0.737675
0.0864922,0.431355,0.919891,-0.715138
0.05411,0.288901,3.97051,-0.505591
0.138525,0.4598,2.76404,-0.892707
0.0919935,0.0780862,2.78708,-0.610743
0.10956,0.445972,2.08128,-0.619436
0.0896188,0.133674,3.50387,-0.445293
0.116175,0.220132,1.86023,-0.116394
0.0643604,0.355796,2.45596,-0.486552
0.0747401,0.0886179,3.87089,-0.231016
0.0485551,0.110683,0.851089,-0.485084
0.0491132,0.350295,3.1403,-0.900903
0.102686,0.357414,3.72863,-0.202344
0.091917,0.21451,2.34385,-0.854492
0.0961543,0.179864,3.84697,-0.697071
0.0773134,0.277653,0.778211,-0.150313
0.123998,0.398732,3.00215,-0.737605
0.0540065,0.158114,2.42125,-0.484399
0.0642111,0.403262,0.546301,-0.242958
0.0503184,0.0316372,3.59228,-0.3764
0.11175,0.0875371,3.57737,-0.427944
0.066619,0.209473,3.04223,-0.477048
0.0653697,0.0871523,2.15217,-0.155624
0.0377588,0.385445,2.73635,-0.827733
0.140189,0.315665,3.00583,-0.27114
0.159587,0.395772,0.779671,-0.369334
